objectID,x,y,people_total,avg,CI_low,CI_UP,county_level,smoker
5013,-98.160123,26.302163,26,0.01,1%,2%,48215,0
5014,-96.637465,32.347354,198,0.45,44%,46%,48139,89
5015,-90.718251,30.005251,399,0.68,68%,69%,22093,273
5016,-122.298177,37.809169,285,0.47,46%,48%,6001,134
5017,-118.275197,33.774195,162,0.16,16%,17%,6037,27
5018,-73.979889,40.74137,543,0.08,8%,8%,36061,43
5019,-73.964566,40.704212,1192,0.1,10%,10%,36047,118
5020,-90.17524,38.914098,582,0.32,32%,33%,17119,188
5021,-88.925222,37.89526,384,0.55,54%,55%,17055,209
5022,-73.205372,40.789906,208,0.13,12%,13%,36103,26
5023,-85.924264,31.383488,77,0.58,57%,59%,1031,45
5024,-87.586073,33.222709,407,0.68,67%,68%,1125,275
5025,-85.723195,32.413026,0,0,0%,0%,1087,0
5026,-87.0435,33.753768,62,0.36,34%,38%,1127,22
5027,-93.370686,33.802224,200,0.53,52%,54%,5099,106
5028,-92.077346,33.608896,288,0.5,49%,51%,5011,145
5029,-72.715436,41.822138,46,0.11,10%,13%,9003,5
5030,-77.017548,38.918679,160,0.33,32%,34%,11001,53
5031,-84.382308,33.746748,169,0.57,56%,58%,13121,96
5032,-85.387137,40.154432,331,0.77,76%,77%,18035,254
5033,-84.554996,39.15102,1233,0.58,58%,59%,39061,720
5034,-81.501402,41.10713,326,0.55,54%,55%,39153,178
5035,-80.620494,40.351776,433,0.73,72%,74%,39081,316
5036,-84.569172,39.388099,0,0,0%,0%,39017,0
5037,-74.194221,40.757601,508,0.37,36%,37%,34013,187
5038,-75.611008,40.751711,223,0.23,22%,23%,42077,50
5039,-84.301476,37.748208,279,0.62,61%,63%,21151,174
5040,-97.806981,35.289642,26,0.49,46%,52%,40051,13
5041,-95.991072,36.166567,201,0.76,75%,76%,40143,152
5042,-95.947268,40.160533,24,0.6,57%,63%,31147,14
5043,-73.758267,42.639593,25,0.34,31%,36%,36001,8
5044,-89.585072,33.055898,166,0.62,61%,63%,28007,103
5045,-77.93711,34.226605,0,0,0%,0%,37129,0
5046,-78.59902,35.846983,131,0.71,70%,72%,37183,93
5047,-76.71785,39.963715,312,0.5,49%,51%,42133,156
5048,-73.617808,40.701188,145,0.1,9%,10%,36059,14
5048,-73.617808,40.701188,145,0.1,9%,10%,36059,14
5050,-95.378482,29.760316,280,0.14,13%,14%,48201,38
5051,-75.446098,40.592417,33,0.17,15%,18%,42077,5
5052,-75.470241,40.599254,146,0.12,11%,13%,42077,17
5053,-79.874365,40.366387,158,0.21,21%,22%,42003,34
5054,-80.174727,35.34744,404,0.62,61%,63%,37167,251
5055,-76.991644,38.833978,435,0.56,56%,57%,11001,245
5056,-76.935974,38.911777,882,0.46,45%,46%,11001,403
5057,-87.588184,41.768783,40,0.55,52%,57%,17031,22
5058,-80.710171,35.175094,61,0.59,57%,60%,37119,36
5059,-80.829952,35.146134,53,0.74,73%,76%,37119,39
5060,-94.71987,39.143267,357,0.54,53%,55%,20209,193
5061,-100.023314,37.734929,277,0.46,45%,47%,20057,128
5062,-71.424541,41.813797,1234,0.11,11%,11%,44007,137
5063,-71.510865,42.001278,157,0.29,28%,30%,44007,45
5064,-71.448295,41.800336,190,0.26,25%,27%,44007,49
5065,-71.522113,41.457316,259,0.32,31%,33%,44009,83
5066,-90.07394,29.958158,0,0,0%,0%,22071,0
5067,-82.24849,31.305893,124,0.67,66%,68%,13229,83
5068,-85.273403,34.699859,52,0.56,54%,58%,13295,29
5069,-75.351932,39.877813,217,0.33,32%,33%,42045,71
5070,-73.955199,40.802455,0,0,0%,0%,36061,0
5071,-79.0445,43.113587,169,0.29,28%,30%,36063,49
5072,-88.827341,41.125896,415,0.58,57%,59%,17099,240
5073,-90.041184,35.15731,0,0,0%,0%,47157,0
5074,-85.260081,35.055353,66,0.56,54%,58%,47065,37
5075,-78.851795,42.927939,208,0.1,10%,11%,36029,21
5076,-92.415212,30.634445,228,0.56,55%,57%,22039,127
5077,-78.810149,34.549694,197,0.76,75%,76%,37017,149
5078,-80.623482,35.524501,549,0.72,71%,72%,37159,393
5079,-96.784024,46.872293,254,0.7,69%,71%,38017,179
5080,-75.351149,40.629252,921,0.22,21%,22%,42095,202
5081,-75.382142,40.623196,405,0.26,26%,27%,42095,106
5082,-76.262341,40.692279,406,0.61,60%,61%,42107,246
5083,-73.939407,40.817457,129,0,0%,0%,36061,0
5084,-78.846409,42.82171,588,0.24,24%,25%,36029,142
5085,-99.890337,39.824295,46,0.23,21%,25%,20137,11
5086,-95.235699,38.953606,149,0.18,17%,19%,20045,26
5087,-78.28157,35.532724,358,0.42,41%,43%,37101,150
5088,-89.162451,37.083421,251,0.37,36%,38%,17153,93
5089,-87.049714,37.886033,217,0.33,32%,34%,18147,72
5090,-104.545005,36.538927,40,0.24,22%,26%,35007,9
5091,-89.387262,36.782462,213,0.39,38%,40%,29133,83
5092,-77.008849,41.241762,343,0.59,58%,60%,42081,201
5093,-122.345506,47.515095,207,0.23,22%,24%,53033,47
5094,-94.849518,37.510886,20,0.22,20%,25%,20037,4
5095,-85.744606,38.249863,250,0.34,33%,35%,21111,84
5096,-122.202476,47.386649,78,0.28,27%,30%,53033,22
5097,-123.429715,48.103178,249,0.61,60%,62%,53009,152
5098,-119.090171,46.238053,219,0.25,24%,26%,53021,55
5099,-82.977215,39.977605,462,0.63,62%,64%,39049,291
5100,-88.40616,44.266298,353,0.41,40%,42%,55087,145
5101,-90.890898,46.585797,36,0.33,31%,35%,55003,12
5102,-73.8243,40.947305,296,0.09,9%,10%,36119,28
5103,-75.167684,39.98322,489,0.44,44%,45%,42101,217
5103,-75.167684,39.98322,489,0.44,44%,45%,42101,217
5105,-82.181546,36.600882,290,0.73,73%,74%,51520,213
5106,-77.042575,38.809578,151,0.29,28%,30%,51510,44
5107,-77.28196,37.30069,252,0.67,67%,68%,51670,170
5108,-71.313315,41.47082,167,0.36,34%,37%,44005,59
5109,-92.226102,31.897691,90,0.42,41%,43%,22059,38
5110,-78.829501,42.825963,97,0.28,26%,29%,36029,27
5111,-75.590484,41.47787,424,0.42,41%,43%,42069,178
5112,-82.356371,31.220598,364,0.61,61%,62%,13299,223
5113,-88.925341,37.89638,168,0.67,66%,68%,17055,112
5114,-90.232152,39.731159,212,0.39,38%,40%,17137,83
5115,-90.275376,38.670109,198,0.5,49%,51%,29510,99
5116,-94.596559,39.089439,173,0.55,54%,57%,29095,96
5117,-81.599861,41.006342,655,0.73,72%,73%,39153,475
5118,-81.5868,41.000203,237,0.63,63%,64%,39153,150
5119,-83.016919,38.791337,256,0.61,61%,62%,39145,157
5120,-119.173751,46.828639,195,0.09,8%,9%,53001,17
5121,-90.326682,35.756364,78,0.26,25%,27%,5031,20
5121,-90.326682,35.756364,78,0.26,25%,27%,5031,20
5123,-84.48146,34.699061,180,0.43,42%,44%,13123,77
5124,-82.055555,32.399879,257,0.5,49%,51%,13043,128
5125,-82.97294,33.283039,63,0.58,57%,60%,13141,37
5126,-90.075148,29.998511,37,0.4,38%,42%,22071,15
5127,-93.598291,33.661193,423,0.42,41%,42%,5057,177
5128,-94.211479,35.477906,158,0.62,61%,63%,5033,98
5129,-80.582343,40.401845,188,0.59,58%,60%,54029,111
5130,-81.831498,38.384588,193,0.53,52%,54%,54039,103
5131,-71.080927,42.335569,529,0.21,21%,22%,25025,112
5132,-92.942014,47.42368,64,0.71,70%,73%,27137,46
5133,-93.745173,40.736971,41,0.36,34%,38%,19053,15
5134,-94.738258,40.993733,226,0.41,41%,42%,19003,94
5135,-116.123406,47.537531,90,0.72,71%,74%,16079,65
5136,-91.187257,34.877713,314,0.58,57%,59%,5095,182
5137,-94.125192,36.177805,447,0.34,34%,35%,5143,152
5138,-90.701347,35.83296,386,0.67,66%,67%,5031,257
5139,-77.936958,34.223108,116,0.5,48%,51%,37129,58
5140,-77.895256,34.24531,169,0.65,64%,66%,37129,109
5141,-84.41301,42.26684,326,0.69,69%,70%,26075,226
5142,-82.427667,42.973765,211,0.48,47%,48%,26147,100
5143,-85.626298,44.763641,191,0.63,62%,64%,26055,121
5144,-87.624957,45.106474,239,0.32,31%,33%,26109,76
5145,-72.981847,43.597883,33,0.5,48%,53%,50021,17
5146,-122.32256,47.603337,406,0.16,15%,17%,53033,65
5147,-87.971359,43.096546,775,0.56,55%,56%,55079,430
5148,-89.398782,43.066183,223,0.75,74%,76%,55025,167
5149,-88.359209,44.315949,0,0,0%,0%,55087,0
5150,-82.276476,37.673611,449,0.58,57%,59%,54059,260
5151,-119.701821,34.41408,138,0.06,6%,7%,6083,9
5152,-85.857628,37.693294,188,0.49,48%,50%,21093,92
5153,-73.032484,41.585063,47,0.03,2%,3%,9009,1
5154,-73.554805,41.054547,0,0,0%,0%,9001,0
5155,-99.367365,40.100368,17,0.12,10%,14%,31083,2
5156,-74.137825,40.647217,1195,0.25,25%,25%,34017,297
5157,-74.434769,39.365309,793,0.52,52%,53%,34001,415
5158,-95.264168,37.33884,194,0.59,58%,60%,20099,114
5159,-94.910907,39.319592,105,0.53,51%,54%,20103,55
5160,-80.895799,35.20841,94,0.06,6%,7%,37119,6
5161,-80.880468,35.140934,60,0.48,46%,50%,37119,29
5162,-79.983813,35.960076,562,0.48,47%,48%,37081,268
5163,-80.573474,35.398417,434,0.59,58%,59%,37025,254
5164,-76.878446,40.26058,124,0.14,13%,15%,42043,17
5165,-79.891856,40.067624,222,0.66,65%,67%,42125,147
5166,-79.56608,40.603474,222,0.27,26%,28%,42129,60
5167,-84.010939,32.286029,706,0.6,60%,61%,13193,425
5168,-86.889843,33.507763,0,0,0%,0%,1073,0
5169,-157.87468,21.329168,858,0.1,9%,10%,15003,83
5170,-76.645449,39.30676,941,0.76,76%,77%,24510,719
5171,-99.820811,28.68207,53,0.16,15%,17%,48507,8
5172,-94.741307,33.183435,85,0.29,28%,31%,48343,25
5173,-94.899949,30.04644,293,0.42,41%,42%,48291,122
5174,-70.260229,43.683269,347,0.5,49%,50%,23005,172
5175,-76.591791,39.138758,319,0.57,57%,58%,24003,183
5176,-76.861684,40.248561,576,0.35,34%,35%,42043,201
5177,-75.9447,40.355528,123,0.14,13%,15%,42011,17
5178,-79.767351,40.568651,180,0.57,56%,58%,42129,102
5179,-79.070238,40.377206,197,0.43,42%,44%,42129,84
5180,-76.626566,39.3018,1125,0.66,66%,66%,24510,742
5181,-84.883016,39.827583,85,0.61,59%,63%,18177,52
5182,-87.34477,41.599261,83,0.8,79%,81%,18089,67
5183,-83.650115,32.842344,0,0,0%,0%,13021,0
5184,-84.299857,33.771479,178,0.72,71%,73%,13089,128
5185,-83.787977,31.956726,264,0.68,67%,69%,13081,180
5186,-83.109418,34.29273,373,0.56,55%,56%,13119,207
5187,-77.606611,43.169526,659,0.21,20%,21%,36055,137
5188,-73.531673,40.752141,159,0.1,10%,11%,36059,16
5189,-80.246987,36.113083,161,0.63,62%,64%,37067,102
5190,-65.966149,18.406121,210,0.27,26%,27%,72031,56
5191,-100.491109,28.719518,507,0.06,6%,7%,48323,32
5192,-97.344899,31.098796,106,0.56,55%,58%,48027,59
5193,-87.626135,41.824819,37,0.35,33%,37%,17031,13
5194,-87.598298,41.811625,57,0.39,37%,40%,17031,22
5195,-89.647244,39.82237,603,0.62,62%,63%,17167,374
5196,-86.439323,37.005311,805,0.45,45%,46%,21227,365
5197,-68.326634,44.280345,53,0.22,20%,23%,23009,11
5198,-83.066701,42.342035,190,0.4,39%,41%,26163,76
5199,-87.389436,46.545356,145,0.78,77%,79%,26103,113
5200,-89.037286,36.424239,515,0.52,51%,52%,47131,266
5201,-84.116109,36.114165,315,0.55,54%,56%,47001,173
5202,-80.637701,28.136259,25,0.23,21%,25%,12009,6
5203,-82.538677,27.491328,331,0.28,28%,29%,12081,94
5204,-85.66844,38.439449,117,0.46,45%,48%,18019,54
5205,-122.33969,47.503644,275,0.34,33%,35%,53033,93
5206,-78.693744,43.16025,143,0.3,29%,31%,36063,43
5207,-75.177189,44.590983,187,0.33,32%,33%,36089,61
5208,-83.092604,39.924202,379,0.73,72%,73%,39049,276
5209,-81.637237,41.515594,1181,0.56,55%,56%,39035,658
5210,-84.560827,39.110829,431,0.52,51%,52%,39061,224
5211,-81.544745,41.081899,345,0.71,70%,72%,39153,245
5212,-75.346996,40.607975,873,0.2,20%,20%,42095,175
5213,-79.59163,40.005981,385,0.68,67%,69%,42051,262
5214,-79.71132,40.334414,168,0.33,32%,34%,42129,55
5215,-78.91141,40.335169,0,0,0%,0%,42021,0
5216,-88.168299,44.034323,74,0.23,21%,24%,55015,17
5217,-80.725473,40.077109,75,0.39,38%,40%,54069,29
5218,-80.721569,40.070226,115,0.66,65%,67%,54069,76
5219,-77.969697,39.451043,498,0.46,45%,47%,54003,229
5220,-87.342397,36.516511,614,0.65,64%,65%,47125,397
5221,-93.821473,32.466801,441,0.67,67%,68%,22017,297
5222,-91.143693,30.453631,183,0.79,78%,80%,22033,144
5223,-94.42154,39.090933,550,0.73,72%,74%,29095,401
5224,-92.327707,34.739172,92,0.56,55%,57%,5119,52
5225,-90.328522,35.616328,438,0.58,57%,58%,5111,252
5226,-91.844972,33.938089,127,0.59,57%,60%,5079,74
5227,-84.20519,30.882783,401,0.57,56%,58%,13131,229
5228,-79.991137,35.965051,511,0.57,57%,58%,37081,293
5229,-78.861189,35.042653,552,0.65,64%,65%,37051,357
5230,-122.646435,45.519148,0,0,0%,0%,41051,0
5231,-123.06866,44.971429,639,0.32,32%,33%,41053,207
5232,-100.489193,31.894949,57,0.21,19%,22%,48081,12
5233,-95.840915,33.137699,0,0,0%,0%,48223,0
5234,-94.780227,33.544564,32,0.32,30%,35%,48387,10
5235,-85.695356,32.428977,310,0.63,62%,64%,1087,195
5236,-80.232043,36.081234,124,0.65,64%,66%,37067,81
5236,-80.232043,36.081234,124,0.65,64%,66%,37067,81
5238,-78.005336,35.388407,719,0.69,69%,70%,37191,497
5239,-75.876371,40.832702,266,0.5,49%,50%,42025,132
5240,-71.438372,41.80568,113,0.21,20%,22%,44007,24
5241,-122.36326,47.549385,85,0.43,42%,45%,53033,37
5242,-97.348027,31.101678,359,0.53,53%,54%,48027,191
5243,-100.792557,46.801996,0,0,0%,0%,38015,0
5244,-80.028858,40.40433,34,0.67,65%,69%,42003,23
5245,-73.116321,41.802271,49,0.16,15%,18%,9005,8
5246,-89.050072,42.511941,57,0.46,44%,48%,55105,26
5247,-81.976994,33.459932,47,0.64,63%,66%,13245,30
5247,-81.976994,33.459932,47,0.64,63%,66%,13245,30
5249,-84.001107,34.120431,377,0.41,40%,41%,13135,153
5250,-83.277282,30.844874,352,0.78,77%,79%,13185,275
5251,-87.215961,30.435476,363,0.54,53%,54%,12033,195
5252,-80.061019,26.729455,0,0,0%,0%,12099,0
5253,-92.057835,31.123809,334,0.51,50%,51%,22009,170
5254,-92.414197,32.780852,89,0.55,53%,56%,22111,49
5255,-71.114854,42.315023,46,0.12,11%,14%,25025,6
5256,-157.867481,21.347356,1572,0.05,5%,6%,15003,84
5257,-90.069835,29.927787,111,0.49,48%,50%,22071,54
5258,-90.583376,41.583802,134,0.67,66%,68%,19163,90
5259,-87.679059,41.931708,222,0.3,29%,30%,17031,66
5260,-87.643083,41.906958,26,0.34,31%,36%,17031,9
5261,-87.632879,41.826201,761,0.57,57%,58%,17031,436
5262,-89.552253,35.725314,526,0.49,49%,50%,47097,258
5263,-84.231013,36.016838,230,0.6,59%,61%,47001,137
5264,-97.684172,30.296496,0,0,0%,0%,48453,0
5265,-95.948561,41.224777,107,0.67,66%,68%,31055,72
5266,-73.954284,40.818239,199,0.07,7%,8%,36061,14
5267,-73.944942,40.697965,3202,0.11,10%,11%,36047,336
5268,-73.833589,40.883434,1353,0.13,13%,14%,36005,180
5269,-122.443754,47.237564,84,0.34,33%,36%,53053,29
5270,-122.183339,47.500581,0,0,0%,0%,53033,0
5271,-119.091081,46.237698,149,0.19,19%,20%,53021,29
5272,-86.479855,42.110958,113,0.46,45%,47%,26021,52
5273,-84.526086,39.107184,86,0.38,36%,39%,39061,33
5274,-94.142276,30.121093,169,0.55,54%,56%,48245,93
5275,-94.141822,30.127879,168,0.37,36%,38%,48245,62
5276,-91.873182,35.063745,78,0.44,42%,45%,5145,34
5277,-86.552385,39.177454,463,0.74,74%,75%,18105,345
5278,-93.720498,32.525314,290,0.73,73%,74%,22015,213
5279,-92.292581,34.741041,158,0.81,80%,82%,5119,128
5280,-95.38137,45.645929,33,0.29,26%,31%,27121,9
5281,-95.653742,40.607578,25,0.04,3%,5%,19071,1
5282,-93.623622,41.604759,0,0,0%,0%,19153,0
5283,-94.208008,43.293075,33,0.48,45%,50%,19109,16
5284,-80.571054,41.156246,249,0.55,54%,55%,39155,136
5285,-84.568372,39.400956,266,0.67,66%,68%,39017,178
5286,-83.094937,42.361804,241,0.59,58%,60%,26163,143
5287,-83.20038,42.437332,40,0.37,35%,40%,26163,15
5288,-96.706434,30.523863,84,0.38,37%,39%,48051,32
5289,-96.918723,33.466566,0,0,0%,0%,48181,0
5290,-98.579797,29.039461,136,0.21,20%,22%,48013,29
5291,-95.474399,33.0623,26,0.49,46%,52%,48223,13
5292,-87.692738,41.865823,162,0.55,54%,56%,17031,89
5293,-97.938332,29.873577,642,0.21,21%,22%,48209,136
5294,-66.028249,18.404619,675,0.36,35%,37%,72127,243
5295,-81.830525,33.593107,0,0,0%,0%,45003,0
5296,-88.609768,47.128248,103,0.47,46%,48%,26061,49
5297,-87.455655,41.638927,296,0.48,47%,49%,18089,142
5298,-94.638479,39.101722,478,0.59,58%,59%,20209,280
5299,-99.844677,39.37342,29,0.16,14%,18%,20065,5
5300,-97.370785,38.920329,20,0.02,2%,3%,20041,0
5301,-85.740211,38.251907,76,0.31,30%,32%,21111,24
5302,-87.905525,43.069719,106,0.58,57%,59%,55079,61
5303,-83.823583,45.414715,39,0.13,12%,15%,26141,5
5304,-87.692813,41.844919,285,0.47,46%,48%,17031,134
5305,-87.688584,41.8783,211,0.62,61%,63%,17031,131
5306,-87.622074,41.823618,120,0.47,46%,48%,17031,56
5307,-87.667651,41.881301,485,0.23,22%,23%,17031,110
5308,-83.003982,39.33771,48,0.69,67%,71%,39141,33
5309,-84.566788,39.183449,373,0.52,52%,53%,39061,195
5310,-88.075332,33.5601,70,0.42,41%,44%,1075,30
5311,-87.318174,31.524802,224,0.66,66%,67%,1099,149
5312,-65.950646,18.3884,588,0.24,23%,24%,72031,140
5313,-66.604227,18.013681,456,0.2,20%,21%,72113,92
5314,-94.026755,40.267779,140,0.39,38%,40%,29081,55
5315,-88.68379,32.372889,229,0.6,59%,61%,28075,137
5316,-89.176505,33.30528,418,0.74,74%,75%,28019,311
5317,-89.926142,35.754106,128,0.44,43%,45%,5093,56
5318,-104.985437,39.65451,132,0.39,37%,40%,8005,51
5319,-87.581658,33.227789,0,0,0%,0%,1125,0
5320,-77.966809,35.385589,604,0.65,65%,66%,37191,393
5321,-83.743657,38.637519,545,0.6,59%,60%,21161,326
5322,-96.954102,40.627956,38,0.26,24%,29%,31151,10
5323,-99.37408,41.639582,22,0.21,18%,23%,31041,5
5324,-103.643004,41.855366,358,0.45,44%,45%,31157,161
5325,-99.422843,31.828885,132,0.3,29%,31%,48083,39
5326,-88.408584,47.191429,96,0.17,16%,18%,26061,16
5327,-85.900776,32.52975,203,0.59,58%,60%,1051,119
5328,-87.887342,32.818686,558,0.7,70%,71%,1063,393
5329,-91.756926,30.541133,306,0.69,68%,70%,22097,211
5330,-90.825911,30.005359,217,0.63,62%,64%,22093,137
5331,-92.661155,30.206646,266,0.49,48%,50%,22053,131
5332,-71.057225,42.378258,2609,0.27,27%,27%,25025,709
5333,-74.147763,40.901369,50,0.38,36%,40%,34031,19
5334,-112.343489,33.4279,93,0.29,28%,31%,4013,27
5335,-112.347244,33.454704,170,0.28,27%,29%,4013,47
5336,-112.242173,33.580654,118,0.54,52%,55%,4013,63
5337,-112.326129,33.61178,298,0.34,33%,35%,4013,101
5338,-111.847558,33.400665,270,0.51,50%,52%,4013,138
5339,-96.834556,31.540098,46,0.43,41%,46%,48309,20
5340,-84.958731,34.50221,477,0.41,40%,41%,13129,194
5341,-75.125602,39.942607,104,0.26,25%,27%,34007,27
5342,-112.082736,33.439037,0,0,0%,0%,4013,0
5343,-78.626682,35.775615,253,0.64,64%,65%,37183,163
5344,-80.833969,35.224889,361,0.45,45%,46%,37119,163
5345,-80.056675,40.472999,100,0.76,74%,77%,42003,76
5346,-79.984891,37.283891,780,0.73,72%,73%,51770,566
5347,-79.968303,37.274529,29,0.62,60%,65%,51770,18
5348,-77.090622,38.763261,214,0.52,51%,53%,51059,111
5349,-71.089391,42.295013,62,0.2,18%,21%,25025,12
5350,-122.650139,48.291507,113,0.31,30%,32%,53029,35
5351,-97.317287,32.750863,1134,0.62,61%,62%,48439,701
5352,-97.469157,32.734527,66,0.71,70%,73%,48439,47
5353,-73.576962,40.652276,191,0.01,1%,1%,36059,2
5354,-73.700704,42.734071,410,0.37,36%,37%,36001,150
5355,-75.452619,43.218364,103,0.36,35%,38%,36065,38
5356,-77.586142,43.15609,175,0.34,33%,35%,36055,59
5357,-97.414243,27.76061,261,0.3,29%,31%,48355,78
5357,-97.414243,27.76061,261,0.3,29%,31%,48355,78
5359,-74.279916,40.513722,190,0.03,3%,3%,34023,5
5360,-74.014759,40.22196,61,0.13,12%,14%,34025,8
5361,-74.059687,40.719364,568,0.37,37%,38%,34017,211
5362,-94.562615,39.043744,132,0.86,85%,87%,29095,113
5363,-98.056124,26.167902,376,0.12,12%,12%,48215,45
5364,-97.965463,29.235204,38,0.21,20%,23%,48493,8
5365,-90.254916,30.011012,404,0.68,68%,69%,22051,276
5366,-92.088278,32.511728,452,0.54,54%,55%,22073,246
5367,-84.212499,31.233573,532,0.66,66%,67%,13205,353
5368,-85.063772,33.578073,488,0.56,56%,57%,13045,275
5369,-79.936427,32.779379,955,0.69,68%,69%,45019,657
5370,-80.816124,35.238637,62,0.91,90%,92%,37119,56
5371,-84.527622,39.107969,51,0.05,4%,6%,39061,3
5372,-84.558029,39.140994,459,0.65,64%,65%,39061,296
5373,-90.05487,36.228087,236,0.67,66%,68%,29069,158
5374,-75.546948,39.726754,449,0.61,60%,61%,10003,272
5375,-81.398888,30.286247,466,0.59,58%,59%,12031,274
5376,-94.967635,33.151984,227,0.49,49%,50%,48449,112
5376,-94.967635,33.151984,227,0.49,49%,50%,48449,112
5378,-74.080068,40.339964,173,0.18,17%,18%,34025,31
5379,-75.033289,39.47301,384,0.12,12%,13%,34011,47
5380,-83.07044,42.343679,24,0.63,60%,66%,26163,15
5381,-89.090242,42.233554,497,0.71,71%,72%,17201,355
5382,-122.199854,37.757213,142,0.54,53%,55%,6001,76
5383,-118.41551,34.265836,1671,0.05,5%,5%,6037,80
5384,-119.006587,35.301498,0,0,0%,0%,6029,0
5385,-90.119892,38.634176,581,0.7,70%,71%,17163,407
5386,-87.628249,41.841793,1521,0.59,58%,59%,17031,894
5387,-87.635969,41.842711,154,0,0%,0%,17031,0
5388,-87.642278,41.776324,127,0.13,13%,14%,17031,17
5389,-92.388047,30.207504,112,0.4,38%,41%,22001,45
5390,-85.899229,42.217141,84,0,0%,0%,26159,0
5391,-82.828109,39.882568,306,0.65,64%,65%,39049,198
5392,-80.663527,41.113163,72,0.51,50%,53%,39099,37
5393,-81.709362,41.482268,42,0.6,58%,61%,39035,25
5394,-74.164252,40.89796,427,0.04,4%,5%,34031,18
5395,-75.177278,40.694946,219,0.29,28%,29%,34041,62
5396,-74.013405,40.790864,495,0,0%,0%,34017,1
5397,-90.560463,41.450119,105,0.18,17%,19%,17161,19
5398,-90.424856,41.508926,272,0.41,40%,42%,17161,111
5399,-74.000854,40.791982,433,0.03,3%,3%,34017,12
5400,-122.403863,47.221278,163,0.27,26%,28%,53053,44
5401,-122.443009,47.237793,43,0.5,48%,52%,53053,22
5402,-85.759682,33.80858,348,0.64,64%,65%,1015,224
5403,-100.008706,32.475795,61,0.6,58%,61%,48441,36
5404,-92.092373,32.4754,936,0.58,58%,59%,22073,545
5405,-83.635646,43.033921,83,0.78,77%,80%,26049,65
5406,-83.376163,41.930474,414,0.57,57%,58%,26115,236
5407,-83.881412,43.595494,136,0.8,79%,81%,26017,109
5408,-92.336766,38.953812,475,0.64,64%,65%,29019,306
5409,-86.437163,36.388349,38,0.74,72%,76%,47165,28
5410,-75.129185,39.98508,0,0,0%,0%,42101,0
5411,-77.401078,37.543909,1244,0.76,76%,77%,51760,948
5412,-90.42369,32.848867,44,0.4,38%,43%,28163,18
5413,-98.54476,29.433583,711,0.23,22%,23%,48029,162
5414,-117.055591,46.406217,321,0.63,62%,64%,53003,203
5415,-91.848178,36.734778,305,0.75,74%,76%,29091,228
5416,-84.447293,33.79095,109,0.49,48%,50%,13121,53
5417,-82.40353,33.00583,203,0.72,71%,73%,13163,147
5418,-76.930593,38.882198,200,0.32,31%,33%,11001,64
5419,-75.216752,39.930562,1152,0.72,72%,72%,42101,828
5420,-75.233086,39.428726,255,0.34,33%,34%,34011,86
5421,-82.373319,34.839484,70,0.64,62%,66%,45045,45
5422,-80.003722,33.183816,321,0.78,77%,79%,45015,250
5423,-82.029118,34.7288,249,0.63,63%,64%,45083,158
5424,-96.928549,44.318786,24,0.29,27%,32%,46011,7
5425,-90.03361,35.122044,0,0,0%,0%,47157,0
5426,-79.389189,36.568879,176,0.5,49%,51%,51590,88
5427,-84.523844,33.718313,102,0.61,60%,62%,13121,62
5428,-84.39144,33.768747,0,0,0%,0%,13121,0
5429,-84.413644,33.759375,173,0.78,77%,79%,13121,135
5430,-84.408767,33.746416,130,0.68,67%,69%,13121,88
5431,-81.930629,33.460526,25,0.73,70%,75%,13245,18
5432,-81.972812,33.46207,225,0.7,70%,71%,13245,158
5433,-93.722813,32.521624,460,0.62,61%,62%,22015,285
5434,-95.874814,34.028715,25,0.44,42%,47%,40023,11
5435,-90.720472,33.879428,323,0.59,58%,60%,28011,190
5436,-77.946,34.250666,134,0.67,65%,68%,37129,89
5437,-98.679362,32.475082,154,0.45,44%,46%,48133,70
5438,-74.416811,39.371134,520,0.41,41%,42%,34001,214
5439,-90.168241,35.886454,125,0.41,40%,42%,5093,51
5440,-82.598688,38.419142,246,0.54,53%,55%,21019,132
5441,-82.784393,36.904218,411,0.81,81%,82%,51195,333
5442,-93.363887,30.240105,449,0.61,60%,62%,22019,274
5443,-79.940087,37.286915,348,0.53,52%,54%,51770,185
5444,-80.750653,35.25096,55,0.47,45%,49%,37119,26
5445,-79.917824,40.465636,297,0.44,43%,45%,42003,130
5446,-75.17266,39.977805,0,0,0%,0%,42101,0
5447,-72.609688,42.210202,456,0.14,14%,15%,25013,66
5448,-81.841474,26.643078,32,0.53,50%,55%,12071,17
5449,-74.527032,40.26907,193,0.22,21%,23%,34021,43
5450,-83.914351,35.967973,367,0.7,69%,70%,47093,256
5451,-87.718419,41.87466,144,0.19,18%,20%,17031,28
5452,-87.679115,42.000494,216,0.02,2%,2%,17031,4
5453,-87.635517,41.904776,26,0.27,25%,30%,17031,7
5454,-87.644024,41.898525,16,0.23,21%,26%,17031,4
5455,-87.64674,41.905169,94,0.32,31%,33%,17031,30
5456,-87.672644,41.88435,185,0.58,57%,59%,17031,107
5457,-122.837639,47.047839,74,0.43,41%,44%,53067,32
5458,-122.617756,47.572668,0,0,0%,0%,53035,0
5459,-122.679711,47.56705,124,0.55,53%,56%,53035,68
5460,-73.196029,41.171062,27,0.19,17%,21%,9001,5
5461,-73.196924,41.184251,755,0.26,25%,26%,9001,195
5462,-97.591565,25.973175,142,0.01,1%,1%,48061,1
5463,-72.981937,43.597988,0,0,0%,0%,50021,0
5464,-122.349988,47.732446,89,0.53,51%,55%,53033,47
